Month,Place_Type,Climate,Trip_Duration_Days,Companions,Interest,Budget_Thousand_INR
June,Wildlife,Hot,10,o,Culture,20.2
October,Wildlife,Hot,2,o,Culture,15.45
February,Religious,Moderate,4,o,Culture,15.23
June,City,Moderate,3,o,Relaxation,19.9
October,Wildlife,Hot,3,o,Shopping,15.91
March,Wildlife,Hot,10,o,Shopping,15.66
March,Religious,Moderate,10,o,Food,15.36
June,City,Moderate,10,o,Relaxation,17.74
January,Wildlife,Moderate,10,o,Culture,15.43
September,Beach,Hot,14,o,Shopping,15.97
November,Religious,Moderate,10,o,Shopping,8.24
March,Historical,Hot,2,o,Shopping,8.99
May,Wildlife,Moderate,1,o,Relaxation,14.7
May,City,Moderate,3,o,Food,7.2
September,Historical,Hot,2,o,Food,8.38
September,Wildlife,Hot,6,o,Culture,19.95
September,Wildlife,Hot,4,o,Shopping,16.36
May,Historical,Hot,1,o,Relaxation,18.93
February,Historical,Hot,10,o,Culture,10.01
December,Hill Station,Cold,6,o,Relaxation,15.5
October,Religious,Moderate,3,o,Relaxation,12.48
October,Beach,Hot,6,o,Adventure,15.29
September,Wildlife,Moderate,3,o,Food,17.22
October,City,Moderate,5,o,Culture,11.13
July,Wildlife,Hot,1,o,Relaxation,15.33
April,City,Moderate,3,o,Relaxation,11.51
November,Religious,Moderate,7,o,Relaxation,10.5
November,Historical,Hot,5,o,Food,10.88
August,Religious,Moderate,2,o,Shopping,7.48
September,Religious,Moderate,5,o,Shopping,13.39
August,Religious,Moderate,6,o,Shopping,14.15
December,Wildlife,Moderate,10,o,Adventure,15.34
September,Religious,Moderate,7,o,Adventure,12.9
August,Beach,Hot,5,o,Relaxation,27.07
September,City,Moderate,3,o,Culture,15.81
November,Wildlife,Hot,1,o,Culture,15.16
January,Hill Station,Moderate,2,o,Shopping,13.84
January,Beach,Moderate,7,o,Shopping,20.86
March,Beach,Hot,5,o,Culture,21.0
February,Hill Station,Cold,6,o,Culture,14.47
July,Religious,Moderate,5,o,Adventure,8.61
November,Religious,Moderate,2,o,Shopping,6.86
April,Religious,Moderate,10,o,Adventure,8.81
April,Hill Station,Moderate,14,o,Food,12.48
January,Religious,Moderate,6,o,Adventure,10.98
August,Hill Station,Cold,2,o,Relaxation,13.45
December,Beach,Moderate,2,o,Adventure,20.67
May,Hill Station,Cold,3,o,Culture,22.58
February,Historical,Hot,14,o,Relaxation,10.41
November,Wildlife,Hot,3,o,Food,20.97
November,Historical,Hot,3,o,Relaxation,8.6
February,Historical,Hot,2,o,Relaxation,7.08
December,Beach,Moderate,7,o,Food,21.39
March,City,Moderate,4,o,Culture,14.77
September,City,Moderate,5,o,Relaxation,16.33
April,Religious,Moderate,14,o,Culture,13.46
May,Wildlife,Hot,1,o,Shopping,18.52
February,Beach,Hot,4,o,Shopping,24.15
January,Historical,Hot,6,o,Food,13.95
October,City,Moderate,7,o,Shopping,12.5
February,City,Moderate,1,o,Shopping,13.44
May,Wildlife,Moderate,4,o,Adventure,14.93
September,Hill Station,Moderate,5,o,Shopping,16.48
December,Religious,Moderate,7,o,Shopping,11.09
February,Hill Station,Cold,5,o,Culture,18.84
September,Hill Station,Cold,6,o,Relaxation,15.57
December,Historical,Hot,7,o,Culture,12.14
April,Religious,Moderate,2,o,Adventure,6.92
October,Historical,Hot,1,o,Shopping,14.24
January,City,Moderate,3,o,Adventure,14.94
August,Religious,Moderate,6,o,Relaxation,17.49
June,Wildlife,Hot,3,o,Relaxation,17.8
January,Religious,Moderate,6,o,Adventure,9.8
February,Historical,Hot,5,o,Food,13.61
August,Religious,Moderate,14,o,Shopping,11.14
October,City,Moderate,3,o,Shopping,16.63
February,City,Moderate,2,o,Culture,8.68
January,Beach,Moderate,4,o,Adventure,18.66
July,Hill Station,Cold,3,o,Culture,15.58
December,Beach,Hot,7,o,Food,20.4
July,Beach,Hot,6,o,Relaxation,17.9
June,City,Moderate,2,o,Food,11.56
April,Wildlife,Hot,14,o,Relaxation,17.38
August,Hill Station,Moderate,5,o,Adventure,16.1
September,City,Moderate,10,o,Adventure,11.42
May,Hill Station,Cold,5,o,Relaxation,19.7
June,Religious,Moderate,10,o,Shopping,10.8
January,Beach,Hot,7,o,Relaxation,14.9
June,Hill Station,Moderate,1,o,Food,13.78
December,City,Moderate,5,o,Shopping,8.66
April,Hill Station,Cold,7,o,Food,8.4
December,Historical,Hot,5,o,Relaxation,13.95
September,Hill Station,Cold,7,o,Relaxation,17.96
December,Religious,Moderate,2,o,Shopping,11.73
March,Wildlife,Hot,7,o,Food,15.31
November,Hill Station,Cold,3,o,Shopping,16.95
June,Beach,Hot,7,o,Culture,19.7
August,Religious,Moderate,5,o,Culture,7.32
March,Beach,Hot,2,o,Relaxation,24.98
August,Beach,Moderate,10,o,Relaxation,22.69
September,City,Moderate,6,o,Adventure,12.38
August,Beach,Hot,5,o,Culture,16.25
November,Hill Station,Moderate,5,o,Relaxation,19.33
June,Religious,Moderate,3,o,Relaxation,12.52
July,Hill Station,Cold,14,o,Culture,14.91
March,Hill Station,Moderate,1,o,Culture,17.12
December,Historical,Hot,14,o,Food,14.17
February,Beach,Moderate,3,o,Shopping,21.93
April,Hill Station,Cold,3,o,Adventure,18.99
November,Beach,Hot,2,o,Culture,20.59
January,Wildlife,Hot,2,o,Adventure,19.13
February,Beach,Hot,6,o,Relaxation,17.97
January,Hill Station,Cold,3,o,Shopping,20.4
August,Wildlife,Hot,1,o,Shopping,17.38
June,Historical,Hot,4,o,Relaxation,9.96
August,Beach,Hot,3,o,Culture,18.1
August,Hill Station,Cold,7,o,Culture,17.99
February,Wildlife,Moderate,5,o,Adventure,16.48
April,Historical,Hot,14,o,Shopping,9.94
December,Beach,Hot,6,o,Shopping,15.25
October,Historical,Hot,14,o,Culture,14.28
March,City,Moderate,1,o,Culture,15.36
May,City,Moderate,1,o,Adventure,14.28
April,Historical,Hot,3,o,Food,9.1
May,Hill Station,Cold,14,o,Relaxation,14.86
October,Religious,Moderate,7,o,Relaxation,18.21
April,City,Moderate,6,o,Relaxation,12.93
January,Religious,Moderate,6,o,Food,12.57
April,Wildlife,Moderate,10,o,Food,22.34
August,Wildlife,Moderate,1,o,Relaxation,14.37
October,Hill Station,Cold,4,o,Relaxation,15.11
June,Hill Station,Cold,4,o,Adventure,14.46
June,Beach,Hot,1,o,Relaxation,17.8
December,Hill Station,Cold,3,o,Food,17.97
June,Hill Station,Cold,7,o,Adventure,16.87
May,Wildlife,Moderate,6,o,Culture,17.83
November,Beach,Hot,10,o,Shopping,17.6
December,Religious,Moderate,14,o,Relaxation,11.18
November,Religious,Moderate,3,o,Relaxation,9.06
March,Historical,Hot,3,o,Culture,14.09
July,Religious,Moderate,1,o,Food,12.18
April,Beach,Hot,2,o,Food,18.26
December,Historical,Hot,2,o,Culture,15.27
March,Beach,Moderate,2,o,Culture,23.95
January,Religious,Moderate,5,o,Shopping,11.59
June,Beach,Hot,5,o,Adventure,21.2
July,Hill Station,Moderate,10,o,Adventure,21.55
July,Religious,Moderate,10,o,Relaxation,9.05
July,Historical,Hot,2,o,Food,10.55
August,Historical,Hot,2,o,Relaxation,11.04
June,Hill Station,Moderate,5,o,Adventure,16.27
March,Hill Station,Cold,7,o,Culture,16.57
February,Beach,Hot,6,o,Food,18.28
July,Wildlife,Hot,3,o,Adventure,22.18
January,Wildlife,Moderate,2,o,Relaxation,18.31
July,City,Moderate,14,o,Relaxation,9.62
May,Religious,Moderate,4,o,Culture,12.69
October,Hill Station,Cold,14,o,Shopping,14.23
June,Historical,Hot,1,o,Adventure,6.99
November,Historical,Hot,10,o,Culture,13.2
April,Beach,Hot,3,o,Adventure,21.94
August,Religious,Moderate,2,o,Adventure,5.41
August,City,Moderate,5,o,Shopping,10.3
June,Hill Station,Cold,7,o,Relaxation,15.67
January,City,Moderate,5,o,Shopping,16.14
April,Historical,Hot,5,o,Culture,17.05
December,Wildlife,Hot,2,o,Relaxation,15.62
July,Hill Station,Moderate,4,o,Food,14.48
September,Wildlife,Moderate,7,o,Shopping,19.65
April,Wildlife,Hot,10,o,Food,21.43
December,City,Moderate,1,o,Shopping,17.14
August,Wildlife,Hot,3,o,Adventure,18.2
March,Beach,Moderate,1,o,Relaxation,17.94
April,Historical,Hot,3,o,Shopping,10.35
December,Wildlife,Hot,2,o,Culture,14.99
July,Hill Station,Cold,14,o,Food,14.92
August,City,Moderate,1,o,Food,16.52
July,Religious,Moderate,3,o,Adventure,12.63
October,Beach,Hot,2,o,Adventure,18.89
May,City,Moderate,7,o,Shopping,6.3
October,Religious,Moderate,10,o,Food,11.71
July,Hill Station,Cold,3,o,Culture,13.91
July,Wildlife,Hot,6,o,Adventure,13.64
December,Religious,Moderate,10,o,Adventure,13.42
June,City,Moderate,5,o,Adventure,9.26
December,City,Moderate,2,o,Shopping,16.32
December,Beach,Hot,10,o,Culture,17.88
October,City,Moderate,2,o,Shopping,12.86
July,Beach,Hot,10,o,Relaxation,21.43
September,Wildlife,Moderate,3,o,Adventure,17.23
July,Hill Station,Cold,3,o,Food,11.15
April,Wildlife,Hot,4,o,Relaxation,12.33
August,Hill Station,Cold,1,o,Adventure,13.72
June,City,Moderate,10,o,Culture,10.48
November,Wildlife,Moderate,1,o,Adventure,18.56
October,Beach,Hot,10,o,Shopping,22.54
September,Beach,Hot,6,o,Food,23.67
December,City,Moderate,2,o,Culture,14.15
January,City,Moderate,3,o,Shopping,14.29
November,Wildlife,Hot,4,o,Relaxation,16.09
November,Religious,Moderate,7,o,Culture,12.14
August,Wildlife,Moderate,3,o,Adventure,16.79
January,Religious,Moderate,4,o,Food,10.89
July,City,Moderate,7,o,Culture,15.18
April,City,Moderate,10,o,Culture,13.16
February,City,Moderate,1,o,Food,15.2
November,Wildlife,Moderate,5,o,Food,16.76
February,City,Moderate,6,o,Shopping,11.23
May,City,Moderate,5,o,Culture,13.03
April,Beach,Hot,1,o,Food,22.75
November,Wildlife,Hot,3,o,Culture,18.04
May,Religious,Moderate,5,o,Shopping,5.0
December,Historical,Hot,1,o,Shopping,20.81
December,Wildlife,Hot,4,o,Culture,20.32
September,Religious,Moderate,5,o,Culture,7.88
February,Beach,Hot,10,o,Culture,20.83
March,Beach,Hot,6,o,Food,18.05
June,Religious,Moderate,4,o,Relaxation,10.43
June,Religious,Moderate,6,o,Shopping,11.65
February,City,Moderate,10,o,Shopping,15.61
April,Hill Station,Moderate,14,o,Shopping,16.49
May,Hill Station,Cold,7,o,Food,22.21
April,Hill Station,Moderate,6,o,Relaxation,14.83
June,Historical,Hot,3,o,Relaxation,10.65
November,Hill Station,Moderate,3,o,Culture,15.2
August,City,Moderate,5,o,Adventure,16.32
March,Beach,Hot,10,o,Food,23.56
July,Hill Station,Cold,7,o,Food,19.9
July,Historical,Hot,1,o,Shopping,8.56
January,Hill Station,Cold,6,o,Culture,18.02
November,Wildlife,Hot,1,o,Adventure,16.24
December,Religious,Moderate,6,o,Relaxation,15.84
July,City,Moderate,14,o,Adventure,14.36
February,Wildlife,Hot,1,o,Relaxation,11.95
December,City,Moderate,14,o,Shopping,10.2
November,Wildlife,Hot,3,o,Shopping,18.79
April,City,Moderate,3,o,Culture,15.1
April,Historical,Hot,3,o,Relaxation,11.11
September,Beach,Moderate,3,o,Food,24.13
July,Hill Station,Cold,5,o,Adventure,14.48
January,Wildlife,Moderate,2,o,Food,17.05
December,Religious,Moderate,2,o,Adventure,7.17
February,Historical,Hot,14,o,Shopping,7.07
April,City,Moderate,1,o,Relaxation,10.34
November,City,Moderate,14,o,Adventure,17.66
February,City,Moderate,14,o,Shopping,8.34
February,Religious,Moderate,2,o,Culture,10.09
April,Historical,Hot,5,o,Food,8.12
December,Wildlife,Moderate,7,o,Culture,15.2
September,City,Moderate,10,o,Adventure,17.93
April,Beach,Hot,1,o,Culture,23.03
October,Hill Station,Cold,10,o,Adventure,17.95
February,Beach,Hot,2,o,Food,19.03
May,City,Moderate,5,o,Shopping,11.64
March,Historical,Hot,1,o,Adventure,11.94
July,City,Moderate,2,o,Culture,9.53
March,Hill Station,Cold,3,o,Adventure,10.4
October,City,Moderate,5,o,Shopping,16.07
June,Religious,Moderate,3,o,Culture,18.32
August,Hill Station,Cold,5,o,Shopping,17.04
November,Historical,Hot,3,o,Shopping,13.73
March,Hill Station,Moderate,2,o,Adventure,17.28
November,Historical,Hot,10,o,Food,12.84
October,Beach,Hot,1,o,Culture,19.43
August,Religious,Moderate,2,o,Shopping,12.66
February,Historical,Hot,5,o,Adventure,11.9
December,Religious,Moderate,14,o,Adventure,8.15
September,Religious,Moderate,14,o,Culture,8.39
November,Religious,Moderate,4,o,Shopping,8.05
March,Historical,Hot,14,o,Shopping,14.91
November,Wildlife,Hot,3,o,Adventure,15.15
March,Wildlife,Moderate,2,o,Shopping,21.54
June,Historical,Hot,5,o,Relaxation,14.32
November,Hill Station,Cold,7,o,Food,12.05
August,Historical,Hot,10,o,Adventure,11.33
August,Wildlife,Moderate,10,o,Adventure,14.09
December,City,Moderate,1,o,Shopping,14.65
January,Hill Station,Cold,14,o,Shopping,13.2
October,Wildlife,Hot,5,o,Adventure,17.96
June,Wildlife,Moderate,6,o,Shopping,16.94
June,Hill Station,Moderate,14,o,Shopping,16.66
December,Wildlife,Hot,10,o,Culture,17.38
January,Hill Station,Moderate,6,o,Relaxation,13.71
September,City,Moderate,6,o,Food,16.62
March,Religious,Moderate,10,o,Adventure,12.15
May,Beach,Moderate,4,o,Adventure,17.89
April,Beach,Hot,10,o,Shopping,18.01
July,Beach,Hot,1,o,Adventure,16.27
August,Religious,Moderate,14,o,Shopping,8.92
September,Beach,Hot,1,o,Adventure,22.41
August,Wildlife,Hot,14,o,Food,15.32
February,Beach,Hot,7,o,Relaxation,20.72
July,Religious,Moderate,7,o,Food,8.65
July,Wildlife,Hot,6,o,Culture,13.44
March,City,Moderate,7,o,Relaxation,13.93
June,Wildlife,Hot,14,o,Food,15.94
April,Religious,Moderate,5,o,Relaxation,12.36
December,Religious,Moderate,3,o,Relaxation,14.67
June,Wildlife,Hot,14,o,Adventure,21.87
May,Historical,Hot,7,o,Food,10.33
July,Hill Station,Cold,3,o,Adventure,10.89
May,Hill Station,Cold,3,o,Relaxation,12.59
January,City,Moderate,5,o,Relaxation,17.92
August,Beach,Hot,2,o,Culture,22.93
July,Wildlife,Hot,4,o,Food,20.31
July,Wildlife,Moderate,7,o,Adventure,17.91
January,Historical,Hot,1,o,Food,10.4
October,Religious,Moderate,10,o,Relaxation,6.13
September,Beach,Hot,4,o,Food,21.69
August,Religious,Moderate,3,o,Culture,9.25
March,Religious,Moderate,14,o,Relaxation,7.96
July,Hill Station,Cold,5,o,Adventure,13.24
March,Wildlife,Hot,5,o,Relaxation,16.41
December,Hill Station,Cold,3,o,Shopping,13.13
October,Hill Station,Cold,1,o,Culture,17.1
October,Religious,Moderate,14,o,Shopping,11.99
September,City,Moderate,4,o,Culture,15.5
March,Beach,Hot,7,o,Food,16.48
June,Wildlife,Hot,4,o,Adventure,13.3
June,Beach,Moderate,5,o,Culture,22.08
November,Beach,Hot,1,o,Food,25.84
April,Hill Station,Cold,4,o,Shopping,15.29
February,Hill Station,Moderate,7,o,Shopping,12.96
September,City,Moderate,6,o,Adventure,14.62
January,Wildlife,Moderate,5,o,Shopping,14.24
September,Religious,Moderate,2,o,Culture,8.26
September,Hill Station,Cold,1,o,Food,15.24
November,Religious,Moderate,4,o,Relaxation,8.79
April,Religious,Moderate,14,o,Adventure,14.71
December,Religious,Moderate,3,o,Adventure,14.27
January,Hill Station,Moderate,2,o,Culture,16.83
May,Hill Station,Cold,14,o,Relaxation,11.72
July,Hill Station,Moderate,7,o,Culture,14.05
June,Historical,Hot,1,o,Shopping,12.22
January,Historical,Hot,2,o,Food,14.34
June,Religious,Moderate,14,o,Adventure,11.23
October,Hill Station,Cold,2,o,Culture,18.68
July,City,Moderate,1,o,Shopping,13.58
April,Historical,Hot,3,o,Food,11.07
May,Religious,Moderate,3,o,Food,11.4
September,City,Moderate,14,o,Adventure,12.54
January,Beach,Hot,7,o,Adventure,16.79
April,Wildlife,Moderate,6,o,Culture,14.33
March,Beach,Hot,3,o,Food,20.26
May,Beach,Hot,4,o,Food,22.12
January,Hill Station,Cold,14,o,Food,21.47
November,Historical,Hot,2,o,Culture,8.61
December,City,Moderate,10,o,Relaxation,15.51
November,City,Moderate,4,o,Relaxation,13.09
February,Hill Station,Cold,4,o,Food,15.25
June,City,Moderate,5,o,Shopping,12.7
October,Religious,Moderate,6,o,Food,13.76
January,City,Moderate,6,o,Relaxation,12.13
May,Beach,Moderate,6,o,Shopping,21.71
August,Beach,Hot,10,o,Shopping,21.8
September,City,Moderate,2,o,Shopping,12.48
March,Beach,Hot,14,o,Culture,17.73
December,Beach,Hot,2,o,Adventure,20.08
October,Hill Station,Cold,7,o,Food,14.97
September,Wildlife,Hot,5,o,Adventure,16.92
June,Wildlife,Hot,7,o,Relaxation,19.45
August,Beach,Hot,14,o,Relaxation,20.03
June,Wildlife,Moderate,14,o,Shopping,13.06
November,Hill Station,Cold,3,o,Food,13.17
March,Wildlife,Moderate,3,o,Shopping,16.44
June,Wildlife,Moderate,1,o,Shopping,17.17
February,Beach,Moderate,5,o,Relaxation,21.59
November,City,Moderate,4,o,Adventure,7.59
August,Wildlife,Hot,10,o,Shopping,15.06
February,Hill Station,Cold,14,o,Culture,15.85
October,Religious,Moderate,14,o,Culture,8.62
November,Wildlife,Moderate,7,o,Shopping,21.59
May,City,Moderate,7,o,Food,16.66
June,Beach,Hot,10,o,Culture,17.93
March,Historical,Hot,10,o,Food,11.81
September,Beach,Moderate,5,o,Adventure,20.45
March,Beach,Moderate,6,o,Relaxation,18.99
July,Wildlife,Moderate,6,o,Relaxation,15.16
November,Religious,Moderate,10,o,Shopping,10.09
March,Historical,Hot,7,o,Food,10.84
March,Hill Station,Cold,3,o,Adventure,15.51
March,Beach,Moderate,1,o,Food,21.31
September,Beach,Hot,7,o,Relaxation,23.57
February,Wildlife,Hot,4,o,Culture,9.34
March,Historical,Hot,4,o,Shopping,14.8
March,Historical,Hot,14,o,Food,7.9
August,City,Moderate,2,o,Culture,12.33
March,Beach,Hot,2,o,Shopping,23.62
September,Hill Station,Moderate,7,o,Food,14.05
August,Beach,Hot,1,o,Relaxation,19.91
August,Wildlife,Hot,3,o,Adventure,16.48
September,Wildlife,Moderate,7,o,Shopping,19.59
July,City,Moderate,4,o,Food,10.61
October,Historical,Hot,2,o,Culture,12.33
August,Historical,Hot,4,o,Culture,8.64
September,Hill Station,Cold,7,o,Food,14.95
December,City,Moderate,1,o,Adventure,14.74
January,Wildlife,Moderate,7,o,Food,11.12
July,Religious,Moderate,6,o,Culture,17.18
November,Hill Station,Moderate,5,o,Shopping,14.92
June,City,Moderate,5,o,Food,10.2
July,Religious,Moderate,14,o,Relaxation,9.67
June,Wildlife,Hot,14,o,Relaxation,14.35
May,Wildlife,Hot,6,o,Culture,12.88
November,Religious,Moderate,2,o,Relaxation,6.16
December,Religious,Moderate,3,o,Shopping,15.41
July,Hill Station,Moderate,6,o,Food,14.37
July,Wildlife,Hot,1,o,Relaxation,14.99
October,Hill Station,Cold,7,o,Shopping,18.12
April,Hill Station,Cold,6,o,Culture,17.03
July,Hill Station,Cold,14,o,Shopping,13.54
November,City,Moderate,10,o,Relaxation,12.73
November,Historical,Hot,14,o,Relaxation,14.76
October,City,Moderate,14,o,Adventure,17.23
March,Wildlife,Hot,1,o,Food,20.64
March,City,Moderate,2,o,Adventure,16.91
November,City,Moderate,7,o,Culture,17.68
January,Historical,Hot,2,o,Food,12.1
October,Hill Station,Cold,6,o,Food,12.74
October,City,Moderate,4,o,Relaxation,13.27
January,Historical,Hot,5,o,Food,17.17
February,Beach,Hot,14,o,Food,18.9
February,Hill Station,Cold,14,o,Culture,15.55
July,City,Moderate,10,o,Shopping,10.59
November,Beach,Hot,10,o,Shopping,23.9
February,Wildlife,Moderate,5,o,Shopping,19.04
November,Hill Station,Cold,4,o,Relaxation,18.47
September,City,Moderate,14,o,Culture,16.56
May,Hill Station,Cold,2,o,Relaxation,17.16
September,Historical,Hot,3,o,Adventure,13.82
April,Historical,Hot,5,o,Culture,15.93
December,Beach,Hot,4,o,Shopping,19.03
April,Beach,Hot,4,o,Culture,19.25
June,Beach,Hot,3,o,Food,21.37
November,Hill Station,Cold,10,o,Adventure,21.5
January,Wildlife,Hot,10,o,Food,15.07
October,City,Moderate,5,o,Shopping,15.78
May,Historical,Hot,7,o,Food,12.17
September,Beach,Hot,7,o,Adventure,20.81
June,Historical,Hot,7,o,Food,14.24
February,Religious,Moderate,14,o,Shopping,12.78
January,Historical,Hot,4,o,Adventure,9.44
June,Historical,Hot,5,o,Culture,13.08
May,Beach,Hot,10,o,Relaxation,16.87
March,Wildlife,Hot,10,o,Culture,11.1
December,Historical,Hot,6,o,Shopping,13.74
August,City,Moderate,3,o,Culture,13.44
November,Wildlife,Moderate,4,o,Food,16.34
September,Hill Station,Moderate,7,o,Relaxation,14.17
December,Historical,Hot,3,o,Relaxation,7.98
July,Historical,Hot,10,o,Relaxation,14.74
May,Beach,Moderate,5,o,Shopping,19.5
February,Wildlife,Hot,3,o,Shopping,17.85
August,Hill Station,Cold,2,o,Culture,16.47
June,Historical,Hot,6,o,Culture,14.2
January,Wildlife,Hot,7,o,Culture,13.88
April,Hill Station,Cold,14,o,Food,16.51
June,Beach,Moderate,14,o,Culture,19.72
July,Historical,Hot,5,o,Adventure,11.74
November,Historical,Hot,6,o,Relaxation,14.44
February,Historical,Hot,3,o,Adventure,13.73
June,City,Moderate,5,o,Culture,13.09
November,Religious,Moderate,7,o,Food,6.52
December,City,Moderate,14,o,Culture,14.48
March,Historical,Hot,1,o,Relaxation,14.17
December,Beach,Hot,2,o,Culture,20.72
February,Beach,Hot,2,o,Shopping,27.81
January,Hill Station,Cold,1,o,Food,17.26
May,Historical,Hot,3,o,Adventure,13.14
April,Hill Station,Cold,4,o,Culture,13.13
November,Religious,Moderate,3,o,Shopping,12.43
January,Beach,Hot,6,o,Adventure,19.37
September,City,Moderate,5,o,Shopping,10.45
December,Wildlife,Hot,14,o,Relaxation,17.78
July,Beach,Hot,14,o,Food,15.8
August,Religious,Moderate,14,o,Culture,7.41
May,Beach,Hot,6,o,Shopping,21.33
May,Historical,Hot,1,o,Relaxation,12.83
May,Hill Station,Cold,10,o,Culture,19.36
August,Wildlife,Hot,5,o,Shopping,12.65
October,Hill Station,Cold,4,o,Culture,11.68
July,Hill Station,Cold,14,o,Relaxation,12.55
March,Historical,Hot,7,o,Relaxation,5.72
February,Historical,Hot,7,o,Culture,13.77
October,Religious,Moderate,5,o,Food,12.02
April,City,Moderate,2,o,Shopping,7.9
February,Beach,Hot,10,o,Culture,24.37
December,Wildlife,Hot,10,o,Culture,20.5
March,Beach,Hot,1,o,Adventure,18.28
February,Wildlife,Hot,5,o,Relaxation,23.64
December,City,Moderate,1,o,Shopping,12.11
January,Beach,Hot,10,o,Relaxation,24.63
May,Beach,Hot,10,o,Shopping,26.02
June,City,Moderate,2,o,Adventure,17.89
