place_id,place_name,state,latitude,longitude,place_type,month,climate,popularity_level,accessibility,budget_thousand_inr,trip_duration_days,companions,interest,safety_index,entry_fee,user_id,session_id,rating_given,review_text,travel_dates_start,travel_dates_end,device_type,engagement_score,mobility_restrictions,language_preference
120,Manali,Himachal Pradesh,32.28238706771904,76.97991109653994,Hill Station,Dec,Humid,1.5,Moderate,49,4,Friends,Culture,3.8,10,892,497686,1.6,Great for families.,2025-12-07,2025-12-11,mobile,8,None,Other
121,Rishikesh,Uttarakhand,30.067831759923667,78.28934328731798,Spiritual,Jun,Arid,3.8,Hard,30,11,Family,Relaxation,3.7,10,4050,836400,4.3,Could be better.,2025-10-30,2025-11-10,desktop,76,Wheelchair,Other
122,Darjeeling,West Bengal,27.097802871098363,88.27680366558225,Hill Station,Mar,Arid,4.3,Easy,45,10,Solo,Food,2.4,10,704,599653,2.3,Not worth the price.,2025-06-10,2025-06-20,mobile,89,Wheelchair,English
123,Varanasi,Uttar Pradesh,25.291403356368143,82.92313202175343,Spiritual,Sep,Temperate,1.4,Moderate,42,14,Friends,Nature,4.7,20,3554,435441,4.5,Could be better.,2025-10-06,2025-10-20,mobile,75,Wheelchair,Other
124,Goa,Goa,15.311349995878931,74.02113256668709,Beach,Mar,Temperate,1.0,Hard,5,12,Family,Culture,3.4,100,3987,659931,3.2,Had a wonderful time.,2025-11-01,2025-11-13,desktop,35,Kids,Other
125,Rishikesh,Uttarakhand,30.103869379235203,78.1975884126795,Spiritual,Jul,Humid,3.7,Moderate,6,14,Couple,Nature,3.0,100,3866,368615,3.1,Amazing place!,2025-04-27,2025-05-11,mobile,26,None,Hindi
126,Varanasi,Uttar Pradesh,25.17864275332364,82.80936012530431,Spiritual,Nov,Humid,3.3,Hard,47,7,Couple,Relaxation,4.3,10,2412,965146,3.1,Had a wonderful time.,2025-01-21,2025-01-28,mobile,80,Wheelchair,English
127,Leh,Ladakh,34.127331431199906,77.61620845297008,Adventure,Mar,Arid,4.7,Hard,8,5,Couple,Nature,2.9,20,964,893583,3.1,Not worth the price.,2025-01-27,2025-02-01,mobile,28,Kids,Other
128,Jaipur,Rajasthan,26.82950719191341,75.80364774791674,Historical,Jan,Cold,3.9,Moderate,17,4,Solo,Adventure,4.3,150,3531,854950,3.7,Amazing place!,2025-03-15,2025-03-19,mobile,13,Wheelchair,Hindi
129,Udaipur,Rajasthan,24.68029399898376,73.64628874831756,Heritage,Sep,Cold,1.7,Moderate,11,6,Solo,Culture,3.2,100,2939,712492,3.4,Great for families.,2025-04-28,2025-05-04,mobile,86,None,English
130,Varanasi,Uttar Pradesh,25.375529014430487,83.08996824956971,Spiritual,Aug,Tropical,1.7,Easy,46,8,Family,Adventure,4.1,0,3226,227834,4.1,Could be better.,2025-02-19,2025-02-27,desktop,19,Kids,Other
131,Kerala,Kerala,11.032457304669865,76.18828060187343,Backwater,Jun,Humid,1.4,Moderate,37,7,Family,Culture,3.3,0,483,611083,4.5,Could be better.,2025-04-29,2025-05-06,mobile,81,None,English
132,Rishikesh,Uttarakhand,30.09128114719791,78.25289979983715,Spiritual,Sep,Humid,3.4,Hard,14,9,Couple,Food,2.6,100,441,893853,1.6,Had a wonderful time.,2025-11-16,2025-11-25,mobile,7,Wheelchair,English
133,Leh,Ladakh,34.09081873207434,77.76664943831295,Adventure,Dec,Arid,2.8,Easy,15,7,Family,Culture,2.4,150,3603,924899,3.9,Great for families.,2025-02-11,2025-02-18,desktop,39,Wheelchair,Hindi
134,Kerala,Kerala,10.792331908605135,76.16962432693072,Backwater,Aug,Cold,1.9,Easy,43,4,Solo,Culture,2.8,50,3714,825947,4.2,Amazing place!,2025-01-27,2025-01-31,desktop,21,Wheelchair,English
135,Darjeeling,West Bengal,27.069088023221447,88.34605289616088,Hill Station,Jan,Cold,3.1,Easy,7,6,Solo,Nature,3.7,50,2818,749829,3.2,Amazing place!,2025-12-20,2025-12-26,mobile,30,None,Hindi
136,Kerala,Kerala,10.86014337187935,76.2030112717961,Backwater,Apr,Arid,4.8,Easy,33,9,Couple,Culture,1.7,10,2494,450877,2.8,Great for families.,2025-01-12,2025-01-21,mobile,16,Wheelchair,English
137,Darjeeling,West Bengal,26.982609089868323,88.1219855973785,Hill Station,Jul,Cold,1.6,Easy,24,8,Solo,Food,4.1,0,286,984884,1.4,Great for families.,2025-08-19,2025-08-27,desktop,33,Kids,Other
138,Leh,Ladakh,34.20297360462124,77.6352395959984,Adventure,Jan,Temperate,3.8,Moderate,40,1,Couple,Spiritual,1.9,100,1602,315400,1.4,Could be better.,2025-09-06,2025-09-07,mobile,65,Wheelchair,Other
139,Jaipur,Rajasthan,26.802063339382613,75.57201094070476,Historical,Jun,Cold,3.4,Hard,10,3,Solo,Food,4.1,150,244,161929,3.0,Great for families.,2025-02-18,2025-02-21,desktop,38,Wheelchair,Hindi
140,Manali,Himachal Pradesh,32.38721461107201,77.29705849007422,Hill Station,Aug,Arid,3.1,Moderate,10,3,Couple,Food,4.2,50,73,178222,2.6,Had a wonderful time.,2025-03-07,2025-03-10,mobile,2,Wheelchair,Hindi
141,Jaipur,Rajasthan,26.915218115736913,75.78638810033559,Historical,Jul,Tropical,3.6,Easy,6,9,Solo,Nature,2.9,0,4260,829182,2.9,Great for families.,2025-04-20,2025-04-29,desktop,54,Kids,Hindi
142,Kerala,Kerala,10.597928136639752,76.2774956786911,Backwater,Feb,Arid,1.6,Easy,38,8,Couple,Relaxation,2.9,50,537,656110,4.9,Great for families.,2025-01-12,2025-01-20,desktop,96,Wheelchair,English
143,Kerala,Kerala,10.756566460618124,76.25669124442784,Backwater,Mar,Cold,3.6,Easy,47,14,Couple,Adventure,3.4,20,1954,459177,1.8,Could be better.,2025-09-24,2025-10-08,desktop,31,Kids,Hindi
144,Darjeeling,West Bengal,26.976150638328367,88.08860181426316,Hill Station,Sep,Humid,1.7,Easy,13,12,Couple,Culture,2.2,20,400,254363,3.5,Not worth the price.,2025-09-17,2025-09-29,mobile,40,Wheelchair,Hindi
145,Goa,Goa,15.226024637031001,74.05383280899758,Beach,Aug,Arid,1.7,Moderate,43,2,Friends,Nature,1.5,50,768,282268,2.4,Great for families.,2025-06-04,2025-06-06,desktop,86,Kids,Other
146,Udaipur,Rajasthan,24.673264350972605,73.78871984007922,Heritage,Nov,Humid,1.0,Moderate,31,5,Family,Adventure,1.1,100,901,589536,2.3,Had a wonderful time.,2025-08-30,2025-09-04,mobile,85,None,Hindi
147,Leh,Ladakh,34.053189376695784,77.57390610028443,Adventure,Aug,Cold,3.2,Hard,25,4,Couple,Nature,2.1,100,2558,728419,4.5,Could be better.,2025-04-22,2025-04-26,desktop,82,Wheelchair,Hindi
148,Darjeeling,West Bengal,27.080280638102092,88.38329268076166,Hill Station,Mar,Arid,4.4,Moderate,25,10,Solo,Spiritual,4.6,0,17,103191,2.3,Had a wonderful time.,2025-05-09,2025-05-19,desktop,60,Wheelchair,Hindi
149,Goa,Goa,15.290465734099092,74.21613496029865,Beach,Sep,Humid,3.5,Moderate,12,11,Family,Culture,2.8,0,79,107099,2.8,Great for families.,2025-06-22,2025-07-03,mobile,69,None,Other
150,Goa,Goa,15.238866092843669,74.11641826041817,Beach,Jul,Temperate,1.2,Hard,47,1,Family,Food,1.3,20,2712,832176,4.8,Not worth the price.,2025-10-04,2025-10-05,desktop,58,Wheelchair,Hindi
151,Kerala,Kerala,10.970541390794443,76.20541057210286,Backwater,Jan,Arid,3.6,Hard,47,10,Friends,Spiritual,1.4,150,2038,569511,2.1,Amazing place!,2025-02-07,2025-02-17,mobile,96,Wheelchair,English
152,Goa,Goa,15.398904768580582,74.04832049114304,Beach,Sep,Arid,3.5,Moderate,19,2,Couple,Culture,1.0,50,1614,797960,3.6,Not worth the price.,2025-04-29,2025-05-01,desktop,10,Wheelchair,Other
153,Leh,Ladakh,34.14529310315929,77.47029834135822,Adventure,Jul,Tropical,1.5,Easy,36,12,Couple,Adventure,1.6,10,4879,551495,3.4,Amazing place!,2025-06-02,2025-06-14,desktop,59,Wheelchair,Hindi
154,Mysore,Karnataka,12.353744257286726,76.65416993252268,Heritage,Nov,Cold,2.0,Easy,48,3,Solo,Culture,4.5,100,4067,392985,4.3,Had a wonderful time.,2025-04-29,2025-05-02,mobile,12,Kids,Other
155,Varanasi,Uttar Pradesh,25.530494655574557,83.04276780236854,Spiritual,Feb,Tropical,1.9,Moderate,12,14,Couple,Food,3.9,50,1760,884586,2.3,Amazing place!,2025-05-30,2025-06-13,mobile,89,Wheelchair,Other
156,Rishikesh,Uttarakhand,30.259889115451983,78.29761921626002,Spiritual,Jul,Tropical,1.4,Easy,19,4,Couple,Culture,4.3,20,4184,522955,3.9,Could be better.,2025-06-20,2025-06-24,mobile,61,None,English
157,Goa,Goa,15.109382361208453,74.13184293990186,Beach,Jul,Arid,3.3,Easy,34,7,Family,Nature,3.3,0,3301,785166,1.6,Could be better.,2025-07-05,2025-07-12,desktop,72,None,Hindi
158,Goa,Goa,15.35321321031828,74.1581629219369,Beach,Sep,Humid,2.1,Hard,36,10,Family,Culture,3.6,0,3082,789556,3.9,Amazing place!,2025-08-19,2025-08-29,mobile,27,Kids,Hindi
159,Manali,Himachal Pradesh,32.35926314866457,77.12772170956806,Hill Station,Aug,Cold,3.2,Moderate,46,10,Solo,Food,4.4,50,2257,294509,1.8,Could be better.,2025-01-20,2025-01-30,mobile,16,None,English
160,Jaipur,Rajasthan,26.901793809096198,75.90949971209736,Historical,Jan,Temperate,3.0,Moderate,8,13,Solo,Adventure,3.6,10,1014,214914,1.6,Amazing place!,2025-08-18,2025-08-31,mobile,54,Kids,Hindi
161,Darjeeling,West Bengal,26.99660186366976,88.2215173845681,Hill Station,Jun,Arid,2.6,Easy,11,4,Solo,Spiritual,3.0,20,4432,516441,3.2,Not worth the price.,2025-09-11,2025-09-15,desktop,34,Wheelchair,Other
162,Manali,Himachal Pradesh,32.20896465392287,77.19525938456832,Hill Station,Dec,Tropical,2.3,Hard,23,6,Couple,Adventure,3.8,50,542,252889,3.8,Could be better.,2025-12-22,2025-12-28,desktop,19,None,Other
163,Kerala,Kerala,10.886614477034687,76.21319196915206,Backwater,Apr,Temperate,1.9,Hard,32,11,Couple,Spiritual,4.1,0,1020,645909,3.6,Not worth the price.,2025-07-17,2025-07-28,desktop,20,Kids,Hindi
164,Rishikesh,Uttarakhand,30.117278030949052,78.12993084593619,Spiritual,Dec,Temperate,4.9,Hard,17,11,Couple,Food,1.1,150,2758,153072,4.7,Not worth the price.,2025-02-20,2025-03-03,mobile,19,Wheelchair,English
165,Mysore,Karnataka,12.254657902734063,76.69227488457996,Heritage,Oct,Tropical,2.5,Easy,24,1,Couple,Culture,2.7,100,2404,869605,3.5,Amazing place!,2025-05-06,2025-05-07,mobile,39,Wheelchair,Hindi
166,Manali,Himachal Pradesh,32.249590554390245,77.2032961609713,Hill Station,Mar,Tropical,1.0,Easy,48,12,Friends,Culture,2.6,50,4644,574013,2.1,Could be better.,2025-04-16,2025-04-28,desktop,86,None,Other
167,Udaipur,Rajasthan,24.620902245442153,73.69038869047115,Heritage,Nov,Temperate,2.0,Moderate,35,10,Solo,Food,4.4,150,841,196044,4.4,Not worth the price.,2025-04-17,2025-04-27,desktop,82,Wheelchair,Hindi
168,Mysore,Karnataka,12.101011336273652,76.71777187818145,Heritage,Dec,Tropical,2.3,Hard,11,6,Family,Spiritual,4.6,10,672,166707,1.5,Had a wonderful time.,2025-07-18,2025-07-24,mobile,42,Kids,English
169,Mysore,Karnataka,12.139545414311346,76.58649473226536,Heritage,May,Temperate,3.9,Moderate,25,2,Couple,Culture,1.6,10,2353,380466,2.2,Not worth the price.,2025-12-07,2025-12-09,desktop,12,Wheelchair,English
170,Varanasi,Uttar Pradesh,25.256865440123452,83.1368323336618,Spiritual,Nov,Humid,1.4,Moderate,37,1,Friends,Relaxation,4.9,100,2091,277832,4.2,Could be better.,2025-06-26,2025-06-27,mobile,98,None,Hindi
171,Rishikesh,Uttarakhand,30.142031972476104,78.2240795671383,Spiritual,Nov,Humid,2.7,Easy,6,6,Couple,Spiritual,4.4,10,98,832303,2.6,Could be better.,2025-05-05,2025-05-11,mobile,86,Kids,English
172,Darjeeling,West Bengal,27.00577503240785,88.2850511106329,Hill Station,Feb,Arid,2.4,Hard,36,7,Couple,Culture,4.5,10,1092,785933,4.0,Amazing place!,2025-05-23,2025-05-30,desktop,85,Kids,Hindi
173,Rishikesh,Uttarakhand,30.037150134159486,78.19874964920729,Spiritual,Mar,Cold,4.8,Moderate,32,10,Family,Culture,3.2,10,3971,274023,2.1,Great for families.,2025-02-11,2025-02-21,desktop,99,Wheelchair,Other
174,Rishikesh,Uttarakhand,30.006563620393973,78.0546023124417,Spiritual,Mar,Tropical,2.6,Hard,23,5,Couple,Relaxation,4.9,50,3658,280231,2.1,Not worth the price.,2025-10-24,2025-10-29,desktop,85,Wheelchair,Other
175,Darjeeling,West Bengal,26.991267810434127,88.3908016361735,Hill Station,Jun,Arid,4.7,Moderate,46,12,Solo,Food,3.8,50,2823,924143,4.4,Great for families.,2025-09-16,2025-09-28,mobile,40,Wheelchair,Other
176,Rishikesh,Uttarakhand,30.053422466789346,78.2272351536758,Spiritual,Dec,Cold,1.7,Easy,36,12,Solo,Spiritual,4.3,100,2308,139901,3.5,Could be better.,2025-09-03,2025-09-15,mobile,32,Wheelchair,English
177,Varanasi,Uttar Pradesh,25.320021945667275,83.11512205554155,Spiritual,Feb,Tropical,4.9,Hard,49,7,Couple,Adventure,1.5,150,4365,156481,1.7,Had a wonderful time.,2025-04-12,2025-04-19,desktop,95,None,English
178,Udaipur,Rajasthan,24.624388681947238,73.63526302156858,Heritage,Apr,Temperate,1.4,Easy,24,2,Solo,Food,1.8,150,227,770396,2.3,Amazing place!,2025-09-22,2025-09-24,desktop,50,Kids,Hindi
179,Rishikesh,Uttarakhand,29.986245743472036,78.3815878561129,Spiritual,Oct,Cold,2.9,Hard,48,12,Solo,Food,2.3,10,1155,887019,2.3,Not worth the price.,2025-10-04,2025-10-16,desktop,90,Wheelchair,Hindi
180,Goa,Goa,15.242771522360092,74.08292913408975,Beach,Dec,Arid,2.4,Hard,22,10,Friends,Adventure,3.5,150,1675,533934,2.0,Amazing place!,2025-10-16,2025-10-26,desktop,16,Wheelchair,Hindi
181,Manali,Himachal Pradesh,32.35906741443281,77.07656193619252,Hill Station,Aug,Temperate,1.3,Hard,10,9,Friends,Relaxation,3.6,0,3831,846111,3.6,Had a wonderful time.,2025-01-04,2025-01-13,desktop,25,Wheelchair,Other
182,Rishikesh,Uttarakhand,30.027463362765378,78.24836760869276,Spiritual,Feb,Cold,4.1,Easy,18,4,Family,Culture,4.5,0,3939,150939,3.7,Could be better.,2025-07-29,2025-08-02,mobile,97,None,Other
183,Rishikesh,Uttarakhand,30.154157370120274,78.45758819348953,Spiritual,Nov,Temperate,1.4,Moderate,42,14,Couple,Relaxation,4.5,150,3619,802098,4.9,Amazing place!,2025-11-30,2025-12-14,mobile,84,Kids,English
184,Goa,Goa,15.27711390962047,74.16616844682643,Beach,Mar,Temperate,4.4,Hard,7,10,Couple,Spiritual,3.8,50,2221,803814,3.5,Not worth the price.,2025-03-14,2025-03-24,mobile,19,Kids,Hindi
185,Kerala,Kerala,10.884451448381885,76.20652286493635,Backwater,Nov,Humid,3.2,Easy,34,9,Solo,Nature,1.0,50,4917,609666,1.9,Amazing place!,2025-11-30,2025-12-09,desktop,41,Kids,Other
186,Kerala,Kerala,10.814789763019226,76.35053834179793,Backwater,Sep,Cold,2.4,Hard,20,13,Solo,Adventure,4.4,150,2316,285378,2.1,Great for families.,2025-02-19,2025-03-04,mobile,21,None,Hindi
187,Leh,Ladakh,34.07178581455927,77.50545283028686,Adventure,Dec,Arid,3.0,Easy,13,13,Solo,Adventure,1.1,20,977,412023,4.8,Could be better.,2025-01-08,2025-01-21,mobile,87,None,English
188,Darjeeling,West Bengal,26.97059243168726,88.07963671031435,Hill Station,Jul,Cold,4.1,Easy,23,10,Couple,Food,1.7,150,1574,720307,4.2,Great for families.,2025-06-28,2025-07-08,desktop,55,Wheelchair,English
189,Udaipur,Rajasthan,24.549126208651554,73.66224005393939,Heritage,Oct,Tropical,4.1,Hard,26,12,Couple,Food,4.8,10,2395,897622,4.9,Not worth the price.,2025-03-13,2025-03-25,mobile,38,None,English
190,Rishikesh,Uttarakhand,30.09751787678222,78.22064478209387,Spiritual,Dec,Temperate,4.6,Hard,46,1,Family,Food,2.8,100,2801,981506,1.8,Great for families.,2025-10-18,2025-10-19,desktop,84,Kids,English
191,Darjeeling,West Bengal,27.132266891958555,88.49907178692966,Hill Station,Jan,Humid,4.4,Easy,12,11,Friends,Culture,4.4,0,4698,982470,4.2,Great for families.,2025-07-11,2025-07-22,desktop,54,Wheelchair,Other
192,Varanasi,Uttar Pradesh,25.239684834807168,82.95446684545797,Spiritual,May,Cold,3.5,Easy,43,7,Solo,Nature,4.5,100,1518,705842,2.8,Amazing place!,2025-05-07,2025-05-14,desktop,45,Kids,Other
193,Goa,Goa,15.44735680555419,74.05306497120638,Beach,Jun,Arid,4.5,Easy,49,12,Friends,Relaxation,3.7,0,3373,819449,4.8,Could be better.,2025-09-07,2025-09-19,mobile,8,None,English
194,Varanasi,Uttar Pradesh,25.269293894831655,82.98857930119856,Spiritual,Sep,Cold,2.0,Hard,24,2,Solo,Nature,2.0,50,990,365888,2.8,Amazing place!,2025-03-23,2025-03-25,mobile,19,Kids,Other
195,Darjeeling,West Bengal,27.02287430329077,88.27038518829588,Hill Station,Dec,Arid,1.3,Hard,45,7,Couple,Food,2.7,100,4201,544865,4.6,Could be better.,2025-09-23,2025-09-30,desktop,82,Kids,English
196,Jaipur,Rajasthan,26.933072404724502,75.8631938600122,Historical,Dec,Arid,4.5,Moderate,31,5,Solo,Culture,4.6,150,387,237103,5.0,Could be better.,2025-09-15,2025-09-20,mobile,41,Kids,Other
197,Jaipur,Rajasthan,26.828804592041934,75.77701229559084,Historical,Jun,Temperate,2.6,Easy,25,14,Couple,Adventure,3.2,0,1432,924824,1.3,Not worth the price.,2025-10-04,2025-10-18,desktop,18,Kids,Hindi
198,Kerala,Kerala,10.731136316824353,76.363015417361,Backwater,Jan,Cold,2.2,Moderate,34,12,Friends,Adventure,1.9,20,2243,703291,3.3,Amazing place!,2025-02-10,2025-02-22,mobile,23,Wheelchair,English
199,Darjeeling,West Bengal,27.008757229875574,88.2552089155345,Hill Station,Feb,Temperate,2.6,Hard,38,8,Family,Culture,1.7,50,1592,907744,2.4,Not worth the price.,2025-05-28,2025-06-05,mobile,29,Kids,English
200,Mysore,Karnataka,12.42683087461196,76.778968381079,Heritage,May,Arid,2.4,Hard,31,14,Friends,Relaxation,3.4,0,1830,384996,3.1,Amazing place!,2025-06-25,2025-07-09,desktop,56,Kids,Hindi
201,Rishikesh,Uttarakhand,30.276038784955034,78.22139039813486,Spiritual,Sep,Tropical,1.6,Easy,34,8,Family,Food,4.9,20,4653,845219,1.4,Great for families.,2025-12-29,2026-01-06,desktop,91,Kids,Hindi
202,Mysore,Karnataka,12.135064034299742,76.54942121372157,Heritage,May,Temperate,1.6,Easy,34,10,Family,Culture,4.6,100,124,108036,2.9,Had a wonderful time.,2025-05-14,2025-05-24,desktop,18,Wheelchair,Hindi
203,Varanasi,Uttar Pradesh,25.306869785599577,83.01867169258102,Spiritual,Mar,Arid,2.5,Moderate,8,5,Friends,Culture,1.6,0,1933,962881,1.7,Not worth the price.,2025-11-05,2025-11-10,mobile,87,None,English
204,Jaipur,Rajasthan,27.01862343303496,75.74055656561751,Historical,Mar,Temperate,3.8,Moderate,25,14,Friends,Spiritual,3.7,100,300,624426,3.2,Not worth the price.,2025-04-02,2025-04-16,mobile,24,None,Hindi
205,Jaipur,Rajasthan,26.944839997178793,75.75150889096189,Historical,Jun,Temperate,1.8,Easy,21,3,Family,Spiritual,4.5,150,3736,336281,2.8,Not worth the price.,2025-12-07,2025-12-10,desktop,28,Kids,Hindi
206,Leh,Ladakh,34.417034334701704,77.42670296716048,Adventure,Aug,Arid,1.9,Hard,38,11,Family,Adventure,2.4,50,2294,259380,4.0,Could be better.,2025-01-05,2025-01-16,mobile,56,None,English
207,Kerala,Kerala,10.798145561871314,76.26736431587581,Backwater,Mar,Cold,4.9,Hard,23,10,Solo,Culture,4.9,50,4960,565918,2.2,Had a wonderful time.,2025-08-16,2025-08-26,desktop,75,Wheelchair,Other
208,Goa,Goa,15.117812695562579,74.31763893025689,Beach,Jun,Tropical,3.4,Easy,21,3,Couple,Nature,4.6,20,4178,514299,4.3,Could be better.,2025-08-27,2025-08-30,desktop,7,None,Hindi
209,Jaipur,Rajasthan,26.89266615796927,75.77217267163465,Historical,Oct,Temperate,4.4,Easy,21,1,Friends,Relaxation,2.2,20,2491,221668,3.0,Had a wonderful time.,2025-07-08,2025-07-09,mobile,80,Kids,English
210,Manali,Himachal Pradesh,32.43530636405417,77.16455855895798,Hill Station,Oct,Arid,3.9,Moderate,14,10,Family,Food,3.5,100,2000,767304,2.1,Not worth the price.,2025-07-03,2025-07-13,desktop,57,Kids,English
211,Jaipur,Rajasthan,26.85883866615746,75.87296171046258,Historical,Nov,Temperate,1.1,Easy,40,9,Couple,Adventure,3.5,100,4237,142727,4.7,Not worth the price.,2025-07-07,2025-07-16,desktop,73,None,Hindi
212,Goa,Goa,15.33444482075416,74.23101502383163,Beach,Apr,Arid,1.4,Easy,38,14,Solo,Food,2.1,50,414,462462,1.3,Amazing place!,2025-12-21,2026-01-04,desktop,3,Kids,Other
213,Manali,Himachal Pradesh,32.27866131777294,77.2679932940486,Hill Station,Jun,Tropical,1.5,Moderate,46,12,Couple,Culture,3.8,50,4546,740473,2.6,Not worth the price.,2025-04-21,2025-05-03,mobile,34,Kids,Other
214,Udaipur,Rajasthan,24.42613989156564,73.63674502887608,Heritage,Dec,Arid,1.6,Hard,31,6,Couple,Adventure,2.3,100,3879,954336,3.2,Not worth the price.,2025-06-07,2025-06-13,mobile,13,None,Other
215,Leh,Ladakh,34.11195377787706,77.43871330227458,Adventure,Dec,Temperate,4.0,Hard,21,7,Solo,Nature,3.0,150,1590,649523,3.7,Amazing place!,2025-01-14,2025-01-21,desktop,28,Wheelchair,Hindi
216,Kerala,Kerala,10.742046620670795,76.16947508255419,Backwater,Feb,Tropical,3.3,Easy,27,8,Family,Relaxation,2.1,150,4946,304535,3.5,Great for families.,2025-03-16,2025-03-24,mobile,76,None,Hindi
217,Goa,Goa,15.236680996777844,74.12553789813721,Beach,Jan,Tropical,2.1,Moderate,21,7,Couple,Relaxation,3.3,0,2438,180811,4.0,Great for families.,2025-06-06,2025-06-13,desktop,11,Kids,English
218,Varanasi,Uttar Pradesh,25.183012907652678,82.89197421402785,Spiritual,May,Tropical,4.4,Moderate,19,3,Friends,Nature,2.7,0,198,618767,4.7,Not worth the price.,2025-06-28,2025-07-01,mobile,17,None,English
219,Mysore,Karnataka,12.303634866896259,76.58391282872292,Heritage,Aug,Temperate,4.7,Easy,14,7,Couple,Culture,2.0,20,929,611511,4.0,Had a wonderful time.,2025-09-30,2025-10-07,desktop,47,Wheelchair,Other
220,Varanasi,Uttar Pradesh,25.255834810456562,82.9422927143973,Spiritual,Oct,Cold,4.1,Easy,46,1,Friends,Adventure,2.4,50,1024,580808,2.9,Could be better.,2025-05-26,2025-05-27,desktop,78,Wheelchair,Other
221,Jaipur,Rajasthan,26.861585980235272,75.77252196811826,Historical,Aug,Tropical,4.1,Moderate,41,13,Couple,Spiritual,2.7,10,4745,645096,4.5,Amazing place!,2025-11-06,2025-11-19,desktop,86,Wheelchair,Other
222,Goa,Goa,15.364113726990754,74.199585495976,Beach,Sep,Tropical,1.1,Easy,28,8,Solo,Relaxation,3.6,10,940,578356,3.7,Had a wonderful time.,2025-11-06,2025-11-14,desktop,65,Wheelchair,Other
223,Kerala,Kerala,10.950708521659042,76.3228196834539,Backwater,Apr,Temperate,4.1,Easy,48,5,Solo,Relaxation,3.8,100,3749,873221,2.3,Not worth the price.,2025-12-03,2025-12-08,desktop,14,Wheelchair,Hindi
224,Mysore,Karnataka,12.36170313488724,76.61184897095316,Heritage,Apr,Tropical,2.1,Easy,47,9,Solo,Relaxation,4.9,50,2278,538080,2.2,Had a wonderful time.,2025-06-05,2025-06-14,desktop,47,None,Hindi
225,Goa,Goa,15.343147573880973,74.1259616657694,Beach,Jan,Temperate,1.5,Easy,46,11,Friends,Nature,2.5,0,1698,523332,2.1,Not worth the price.,2025-08-12,2025-08-23,mobile,25,None,English
226,Goa,Goa,15.214638829086669,74.19712465066704,Beach,Sep,Tropical,3.6,Hard,40,13,Family,Adventure,4.9,20,4553,479039,4.6,Amazing place!,2025-08-13,2025-08-26,mobile,89,None,English
227,Darjeeling,West Bengal,26.808650374088472,88.16907113675931,Hill Station,Jan,Arid,2.2,Hard,33,9,Couple,Culture,4.7,10,3277,658158,1.2,Had a wonderful time.,2025-08-06,2025-08-15,desktop,90,None,English
